taxa,20230322_PROUMED_BC33,20230322_PROUMED_BC61,20230322_PROUMED_BC32,20230322_PROUMED_BC65,20230322_PROUMED_BC46,20230322_PROUMED_BC66,20230322_PROUMED_BC31,20230322_PROUMED_BC44,20230322_PROUMED_BC34,20230322_PROUMED_BC39,20230322_PROUMED_BC47,20230322_PROUMED_BC67,20230322_PROUMED_BC69,20230322_PROUMED_BC62,20230322_PROUMED_BC60,20230322_PROUMED_BC54,20230322_PROUMED_BC68,20230322_PROUMED_BC40,20230322_PROUMED_BC37,20230322_PROUMED_BC58,20230322_PROUMED_BC53,20230322_PROUMED_BC42,20230322_PROUMED_BC38,20230322_PROUMED_BC48,20230322_PROUMED_BC56,20230322_PROUMED_BC59,20230322_PROUMED_BC49,20230322_PROUMED_BC52,20230322_PROUMED_BC43,20230322_PROUMED_BC41,20230322_PROUMED_BC64,20230322_PROUMED_BC51,20230322_PROUMED_BC63,20230322_PROUMED_BC28,20230322_PROUMED_BC50,20230410_PROUMED_BC72,20230410_PROUMED_BC73,20230424_ST_BC44,20230424_ST_BC45,20230328_PROUMED_BC31,20230328_PROUMED_BC24,20230328_PROUMED_BC25,20230328_PROUMED_BC23,20230328_PROUMED_BC30,20230328_PROUMED_BC29,20230328_PROUMED_BC26,20230328_PROUMED_BC27,20230328_PROUMED_BC22,20230328_PROUMED_BC21,20230328_PROUMED_BC28,20230322_ST_BC16,20230322_ST_BC15,20230322_ST_BC14,20230322_ST_BC01,20230322_ST_BC24,20230322_ST_BC25,20230322_ST_BC05,20230322_ST_BC08,20230322_ST_BC11,20230322_ST_BC04,20230322_ST_BC19,20230322_ST_BC02,20230322_ST_BC17,20230322_ST_BC09,20230322_ST_BC18,20230322_ST_BC06,20230322_ST_BC03,20230322_ST_BC12,20230322_ST_BC26,20230322_ST_BC07,20230322_ST_BC20,20230322_ST_BC10,20230322_ST_BC21,20230315_ST_BC43,20230227_PROUMED_BC10,20230227_PROUMED_BC12,20230227_PROUMED_BC11,20230227_PROUMED_BC14,20230227_PROUMED_BC13,20230307_ST_BC72,20230307_ST_BC68,20230307_ST_BC77,20230307_ST_BC73,20230307_ST_BC85,20230307_ST_BC74,20230307_ST_BC60,20230307_ST_BC62,20230307_ST_BC70,20230307_ST_BC75,20230307_ST_BC56,20230307_ST_BC57,20230307_ST_BC82,20230307_ST_BC55,20230307_ST_BC76,20230307_ST_BC78,20230307_ST_BC58,20230307_ST_BC65,20230307_ST_BC80,20230307_ST_BC81,20230307_ST_BC86,20230307_ST_BC79,20230307_ST_BC61,20230307_ST_BC67,20230307_ST_BC59,20230307_ST_BC66,20230307_ST_BC71,20230307_ST_BC83,20230307_ST_BC64,20230307_ST_BC63,20230307_ST_BC69,20230131_ST_BC49,20230131_ST_BC60,20230131_ST_BC50,20230131_ST_BC56,20230131_ST_BC57,20230131_ST_BC46,20230131_ST_BC55,20230131_ST_BC52,20230131_ST_BC53,20230131_ST_BC44,20230131_ST_BC58,20230131_ST_BC42,20230131_ST_BC43,20230131_ST_BC47,20230131_ST_BC51,20230131_ST_BC59,20230131_ST_BC54,20230131_ST_BC48,20230131_ST_BC45,20230201_PROUMED_BC34,20230201_PROUMED_BC32,20230201_PROUMED_BC11,20230201_PROUMED_BC40,20230201_PROUMED_BC04,20230201_PROUMED_BC29,20230201_PROUMED_BC47,20230201_PROUMED_BC33,20230201_PROUMED_BC48,20230201_PROUMED_BC45,20230201_PROUMED_BC09,20230215_PROUMED_BC26,20230215_PROUMED_BC15,20230215_PROUMED_BC28,20230215_PROUMED_BC40,20230215_PROUMED_BC39,20230215_PROUMED_BC35,20230215_PROUMED_BC13,20230131_NURI_BC26,20230131_NURI_BC18,20230131_NURI_BC25,20230131_NURI_BC05,20230131_NURI_BC36,20230131_NURI_BC20,20230131_NURI_BC02,20230131_NURI_BC16,20230131_NURI_BC03,20230131_NURI_BC10,20230131_NURI_BC32,20230131_NURI_BC12,20230131_NURI_BC21,20230131_NURI_BC07,20230131_NURI_BC38,20230131_NURI_BC24,20230131_NURI_BC39,20230131_NURI_BC23,20230131_NURI_BC35,20230131_NURI_BC01,20230131_NURI_BC27,20230131_NURI_BC29,20230131_NURI_BC19,20230131_NURI_BC22,20230131_NURI_BC30,20230131_NURI_BC08,20230131_NURI_BC14,20230131_NURI_BC13
c__Negativicutes,0.118764569,0.000288339,0.000274449,0.0000331,0.033474822,0.034893974,0.031146276,0.051707197,0,0.011029055,0.011215324,0.06769097,0.043239213,0.013071276,0.025022867,0.010304557,0.087047382,0.004680336,0.029557967,0.07237975,0.000784857,0.002523553,0.014348606,0.0000463,0.000163961,0.00144695,0.000213557,0.02721819,0.073037671,0.00726909,0.000319676,0.045855709,0.003018693,0.000147896,0.046453676,0.087619466,0.025917513,0.023880597,0.134771967,0.000690528,0.051713347,0.164859288,0.000151389,0.0003003,0.07610373,0.029960921,0.006082056,0,0,0.016177323,0.01108023,0.026251025,0.067855194,0.0091121,0.189332755,0.024985061,0.011592364,0.009302326,0.000178955,0.033804285,0.272770522,0.042595068,0.017272472,0.07188042,0.026229204,0.016104964,0.034608541,0.017154196,0.01640877,0.001172439,0.031381976,0.038892333,0.004599967,0.006757196,0,0,0.033841292,0.019611039,0.006608839,0.057606805,3.41204E-05,0.018668451,0.102993455,0.000254186,0.031701203,0.029923618,0.028621656,0.032595217,0.007501683,0.002184414,0.081485602,2.85902E-05,2.37857E-05,2.5618E-05,0.013483092,0.042861716,0.028955696,6.89465E-05,0.017304246,0.079220864,0.310272985,0.062778556,0.033008318,0.01347593,0.010760002,0.025310475,0.000124493,3.54912E-05,0.070011169,0.024993808,0.002964427,0.099196371,0.736458132,0.01484774,0.024025803,0.022108214,0.137035775,0.096902945,0.000260654,5.70972E-05,0.022373229,0.092339223,0.016365262,0.000224803,0.019910847,0.003848845,0.032809683,0.002062919,0.049538259,0.476058247,0.045625541,0.085161669,0.01205163,0.050559487,0.060020145,0.155770381,0.135010257,0.090475992,0.028114652,0.053533146,0.095833465,0.060847362,0.032267756,0.015448995,6.72766E-05,0.001618828,0.023062393,0.046888943,0.049149893,0.037531154,0.01308642,0.023342989,0.026290038,0.024797184,0.047820269,0.124289196,0.019654354,0.000259437,0.00492331,0.031316484,0.04669455,0.010921632,0.00083702,0.038275167,0.025094922,0.113792727,0.090957321,0.005600217,0.034863784,0.025060053,0.063965756,0.021380501,0.028072034,0.023113572,0.023272091
f__Acetivibrionaceae,0.0000389,0.003130535,0,0,0,0.000377913,0.000424547,0.00012282,0,0.0000972,0.000148876,0.000260907,0.000434877,0.018375562,0,0,0.000321505,0,0,0.007978418,0.003370268,0,0.000489157,0,0,0.000157277,0.000384402,0.000185158,0.002680713,0,0,0.0000467,0,0.0000739,0,0,0,0,0,0,0,0,0,0,0,0.01314491,0.001889904,0,0,0,0,0,0,0,0,0.0000747,0.001441836,0,0,0,0.0000432,0.0000743,0,0.000561167,0.0000463,0,0.000177936,0.000832107,0,0,0.000065,0.0000827,0,0.000259892,0.002082559,0,0,5.43242E-05,0.000826105,3.22186E-05,0,0.000267648,0,0,0,0,8.2404E-05,0.000944789,0,0,0.000404521,0,0,0,9.68265E-05,0.00128041,0.000118671,0.000879068,0,6.53637E-05,0.000400662,0.003056157,0.000380078,0.000430083,0.00071115,0,0.002265767,0,0,4.1278E-05,0,0,0,4.72858E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43478E-05,0.000283644,0.000375249,0,3.83443E-05,2.08039E-05,0.000421825,4.16276E-05,3.14931E-05,0,3.00445E-05,0.000114649,0.124259957,0,0,0,0,7.3303E-05,0,0,0.000130472,0,0,0,0,0.000129719,0,0,0,0,0.000119574,0,0,0,0.00070738,0.001535543,6.35042E-05,0.000194767,6.02882E-05,0,0,0,0
f__Acholeplasmataceae,0.0000389,0,0,0,0.0000965,0,0.077884986,0.0000409,0,0,0,0,0,0,0.0000327,0,0,0,0,0,0,0,0.0000544,0,0,0,0.0000427,0.00144423,0,0,0,0,0,0,0,0.007645831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002124783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004416565,0.0000467,0,0,0.0000413,0,0,0,0,0.000101932,0.001738375,0.007228418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006731364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048286198,0,0,0,6.87616E-05,0,7.42942E-05,0,0,0,0,0,0.001709952,0,1.3587E-05,0,0,0,0,0,0,0,0,0,0,0.003525466,0,0,0,0,0,0,0.005843621,0.000170387,0,0.0086484,0,0.004467912,0.01575737,0,0,0,0,0,0.000119574,0.000707791,5.93261E-05,0.000600633,0,0,0.001460596,0.000324612,0.000844034,0.002799119,0.000441384,6.43832E-05,0
f__Acidaminococcaceae,0.004778555,0.0000412,0.0000457,0.0000331,0,0.012345161,0.001620996,0.001719479,0,0.008745506,0.00233239,0,0.0000311,0.011508406,0,0,0,0.0000955,0.019883479,0.0000574,0.000738689,0,0.0139138,0,0.000131169,0,0.0000427,0.006776774,0.002586653,0,0,0,0.002786486,0,0.01242236,0.000022,0.016258219,0,0.00254758,0.000172632,0,0.0000878,0,0.00021021,0.011178441,0.015158094,0.001305752,0,0,0.013038439,0.005892162,0.000492207,0.003698987,0.002048457,0.00016261,0.005452644,0.001384163,0,0,0,0.0000432,0.0000371,0.007534164,0,0.0000927,0.010755413,0,0.013441721,0.004908606,0.000631313,0.008381522,0.000206654,0.0000329,0.006497304,0,0,0.006421691,0.016840504,0.006608839,0,0,0.015523586,0,0,0,0,0.001318464,0,0,0,0,0,0,0,0.006269517,0,0.008109177,0,9.27013E-05,0,0,0,0,0,0.001329541,0,2.48985E-05,0,0,0.006872781,0.000439174,0,0,4.72858E-05,0.000658241,0.000528905,0,0,6.51636E-05,0,0,0.000332355,0.015402599,0,0.01820208,0,0,8.5955E-05,0.005013193,6.55938E-05,0.000201171,0.000356237,0.005692935,0.000765838,0,5.97967E-05,0.013286298,0.001019389,0.006707021,0.012342595,0.000157465,0.022893495,0.021241437,0.010289776,0,0.00046697,6.0931E-05,0.012330656,0.01534102,0.015540243,0.011851852,0.013716136,0.016308957,0.017143732,0.028875273,0,0.017282277,0.000129719,0,0.008084418,0.016293152,0.003640544,0,0.019219252,0,0.004750464,0.005482198,0,0.008192037,0.014153087,0.001627781,0.014710261,0.017655367,0.00019315,0.018022747
f__Actinomycetaceae,0.0000777,0,0.0000457,0,0,0,0,0,0,0,0.0000993,0,0.0000621,0.0000474,0.0000653,0,0,0,0,0,0,0,0,0,0,0,0.0000427,0,0,0.0000667,0,0.0000467,0.0000774,0,0,0,0.0000478,0.000244678,0,0,0.0000391,0,0.0000757,0.00003,0.0000376,0,0,0,0.0000447,0,0,0,0.0000606,0.0000706,0,0.000112041,0,0,0.0000597,0.0000613,0.0000432,0,0.0000802,0.000051,0,0.0000282,0,0.000064,0.0000467,0.0000451,0,0,0.0000329,3.24865E-05,0,0,0,5.43242E-05,0,0,0,0,0,0.000635465,0,2.99536E-05,0,0,0,0.000123066,7.58476E-05,5.71804E-05,0,0,0,0,0,0,0.000123602,0,5.34217E-05,0,0,0,6.18391E-05,0,0,7.09824E-05,0,0,0,0.000295814,0.000193686,4.72858E-05,0,0,0,5.05229E-05,0,0,0,0,0,7.49344E-05,0,0,0,0,0,8.74585E-05,0,4.19103E-05,0,0,0,0,3.83443E-05,0,0,0,0,0,3.00445E-05,2.86623E-05,0,0,9.13965E-05,0,0,0,0,0,0,0,0,0,0,0,6.31194E-05,0,0,0,0,0,0,5.4603E-05,0,0,0,0,0,0,0,0,0
f__Acutalibacteraceae,0.000505051,0.002677431,0,0.00036425,0,0.000125971,0.0000772,0.00065504,0.000136482,0,0.000397003,0.000231918,0,0.017428368,0.000457337,0,0.000120564,0.000159195,0.001336255,0.0000574,0,0.0000336,0,0.0000463,0.001246106,0.000943663,0.0000854,0,0.002633683,0.000200067,0.000426235,0,0.000503115,0.000295792,0.000111578,0.00028562,0.0000478,0.0000979,0.000349668,0.0000575,0.0000391,0.000395135,0.000870487,0.00021021,0.000338741,0,0.0000344,0.000453165,0.00035783,0.000144872,0,0,0.0000606,0.000141273,0.000271017,0.000112041,0,0.0000535,0.0000597,0,0.000259493,0.0000743,0.000120226,0.000357106,0.000139024,0,0.000177936,0,0,0.000135281,0,0.000289316,0.000295712,3.24865E-05,7.43771E-05,0.000729076,0,5.43242E-05,0.000137684,3.22186E-05,0,0.000133824,3.32237E-05,0.000254186,0.000602926,0,0.000604296,0.000413345,0.000160292,0,2.52825E-05,0.000514624,0,0.000640451,0.001428191,0.000192061,0.000553797,6.89465E-05,6.18009E-05,0.000326819,0.000774614,0.000477525,0.00054088,0,0.001113104,0.000607451,0.000248985,0.000319421,2.37648E-05,0.000165112,0,0,0.000193686,0.000189143,0.000131648,0,0,5.05229E-05,0,0.000171292,0.000128213,0,6.87616E-05,0.001198951,0.000222883,0.000641474,0.000103013,0,0,0.000699668,6.03512E-05,4.19103E-05,1.3587E-05,0.001971324,0.00025675,0.00017939,0.001111985,0.00027045,0.00016873,0.000353835,3.14931E-05,0.000129831,0.000420623,0,0,0.000498101,3.04655E-05,8.11227E-05,0,7.3303E-05,8.23045E-05,0,0,0,7.04275E-05,8.12348E-05,8.4717E-05,0.000129719,0,0,0.000187278,6.38692E-05,0,0,5.93261E-05,0,0.000117897,0,0,0.000129845,0.000120576,0,0,6.43832E-05,0
f__Atopobiaceae,0.0002331,0.0000412,0,0.0000331,0.000192938,0.000042,0.0000386,0.00024564,0.0000455,0.0000486,0.000347377,0.000058,0,0.0000474,0,0.0000763,0.0000402,0.0000318,0.0000535,0.000114797,0,0.0000336,0,0.0000463,0.0000328,0.0000315,0.000128134,0.000148126,0.000517331,0,0.0000533,0,0.0000387,0,0.0000744,0,0,0,0,0.00028772,0.000117353,0,0.0000757,0.0000601,0.0000376,0.0000789,0.0000687,0.0000453,0.0000895,0.000193162,0,0.0000547,0,0.0000706,0.0000542,0.0000747,0,0.000160385,0.0000597,0.0000306,0.0000432,0,0,0,0,0.0000282,0,0.000064,0.0000935,0,0.000129946,0.000123993,0.0000986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83644E-05,0,0,1.91721E-05,0,0,0,0,8.65539E-05,3.00445E-05,0,0.000100915,9.33939E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Bacillaceae,0.002020202,0.000205956,0.01431708,0.060333124,0.000385877,0.005710687,0.029988421,0.004298698,0.000272963,0.036585366,0.002530892,0.003420786,0.017923151,0.024200805,0.000196002,0.063735593,0.000120564,0.068644931,0.000855203,0.0000574,0.000138504,0.000100942,0.074841024,0.0000463,0.003312018,0.0000629,0.0000854,0.016182788,0.002304473,0.0000667,0.393201556,0.000466962,0.043267928,0.013754344,0.001227359,0.277468966,0.096329946,0,0,0.210035677,0.041347207,0,0.078343804,0.16978979,0.033271858,0.072553586,0.096453852,0,0,0.053216148,0.030016676,0.062564944,0.086956522,0.153775517,0.000650442,0.025993427,0.129130861,0.047367014,0.000298258,0.035520549,0.0000865,0.041852347,0.03630826,0.019334762,0.007460957,0.0379255,0.000533808,0.085258913,0.003038661,0.002570346,0.218764213,0.039388303,0.041399704,0.11214346,0,0,0.010091229,0.032105606,0.040754509,3.22186E-05,0,0.031448645,3.32237E-05,9.53198E-05,0.10582934,0.214916879,0.004697028,0.013817538,6.41169E-05,0,0,2.85902E-05,0.080157937,0,0.018977996,6.40205E-05,0.036234177,1.72366E-05,0,0,0.042817458,0.035559659,0,0.015196261,0.001174943,0,9.95942E-05,3.54912E-05,0,0.068748452,0.045783926,0.000394419,0.014720124,0.001749574,0.123749342,5.28905E-05,0,0.000101046,0.000325818,0,0.00019232,0.004486789,0.030736437,7.49344E-05,0.083060921,0.011138325,0.022456863,0.091971807,0.027308707,0.007412104,0.021585628,0.026193919,0.050190217,0.000553105,0.00025675,0.035618896,0.015126824,0.079117084,0.069875351,0.041814965,0.062198847,0.002336954,0.055161639,0.52707157,6.72766E-05,9.33939E-05,0.00801243,0.040561369,0.005765097,0.020378244,0.100164609,0.026409951,0.003783678,0.005740089,0.053877034,0.075954509,0.073364961,0.000972889,0.048033832,0.027146626,0.009551158,0.009963595,0.145761091,0.02934611,0.000237304,0.030523097,0.002004244,0.021226628,0.038674033,0.078166591,0.021462591,0.070633077,0.185646186,0.725469997,0.097812773
f__Bacteroidaceae,0.644366744,0.001730033,0.592580734,0.6177688,0.705190044,0.581734201,0.092242377,0.451158601,0.413811928,0.348265475,0.618778224,0.475083345,0.537197527,0.33440682,0.177610088,0.622776887,0.25161757,0.188550688,0.763696617,0.79560326,0.842982456,0.518270525,0.648676559,0.787329688,0.02292179,0.009310811,0.553837612,0.478188417,0.336217843,0.371523841,0.001278704,0.636656549,0.264213011,0.54388819,0.662141555,0.526485774,0.548906157,0.002936139,0.369798691,0.584704799,0.519989047,0.246871844,0.236658845,0.480930931,0.566637811,0.61658706,0.37282661,0.000634432,0.000536745,0.499613676,0.256179359,0.175499043,0.517615669,0.171858445,0.242885793,0.484874514,0.508852875,0.504731355,0.837866858,0.487449815,0.042383877,0.339535056,0.505069531,0.464238343,0.626210668,0.464509953,0.636921708,0.573193369,0.333411248,0.581349206,0.27561562,0.430336846,0.321077707,0.552043402,0.556638155,0.224944104,0.637429285,0.555084746,0.333057965,0.427282686,0.000989491,0.448879224,0.570118609,0.000730785,0.000349062,0.168908192,0.30459265,0.608030706,0.078254737,0.000276898,0.571410512,0.257369128,0.62551734,0.436018957,0.619350778,0.495358515,0.666613924,0.688223938,0.465916816,0.000947774,0.214434532,0.440691455,0.327758855,0.567680706,0.267608682,0.330588553,0.001344521,0.00028393,0.292402386,0.566498803,0.073177426,0.435586452,0.038349797,0.461178362,0.270471301,0.54392553,0.39427598,0.51977972,0.86986837,0.468253968,0.408487724,0.609593973,0.565082858,0.26931435,0.419687964,0.496909261,0.300437806,0.386023724,0.51701847,0.101429946,0.526987065,0.013076004,0.529605978,0.249507169,0.275452768,0.475124576,0.363829828,0.49132479,0.577183473,0.425163909,0.35795043,0.650625352,0.347163802,0.214766832,0.036194833,0.43901376,0.462740678,0.61345015,0.683310534,0.627987099,0.550617284,0.413869484,0.629134321,0.555028318,0.559757729,0.240454915,0.631989156,0.742379037,0.522502051,0.434856608,0.767401211,0.333844287,0.525529116,0.442315022,0.244482677,0.307032871,0.647547748,0.50149038,0.563154887,0.466013114,0.36022186,0.426716693,0.369438559,0.009142416,0.565004374
f__Bifidobacteriaceae,0.009013209,0.000123574,0.002378556,0.0000993,0.003569361,0,0.002199923,0.00090068,0.0000455,0.365027694,0.001191008,0.002232208,0.0000621,0.0000947,0.000392003,0.00038165,0,0.000700458,0.001977658,0.00218115,0.002539243,0.251716016,0.021468558,0.000231717,0,0.0000629,0.000384402,0.000592505,0.041621596,0.115571857,0.000213117,0.000140089,0.000193506,0.0000739,0.002677874,0.002592552,0.001195457,0,0.000599431,0.000115088,0.005984979,0.0000439,0.000794792,0.0000601,0,0.000355268,0.000103086,0.00013595,0.0000447,0.0000966,0.000111173,0.000328138,0.000121278,0.000141273,0.000433628,0.001531222,0.00017302,0.000106923,0.000536865,0.000858132,0.000259493,0.000259952,0.000520979,0.000663198,0.000278048,0.000140778,0.000089,0.000064,0.007012295,0.000225469,0.000519784,0.002149204,0.0000657,6.4973E-05,0.035180364,0,0.000254829,5.43242E-05,0,0.000418841,3.41204E-05,3.3456E-05,3.32237E-05,9.53198E-05,0.000698125,0,0,0.000413345,6.41169E-05,3.07664E-05,0.035471393,0.000228722,0,2.5618E-05,0.000121033,0.016389245,0.000237342,0.000689465,0.000494407,3.26819E-05,2.67108E-05,0,0.005818118,0.000286722,0.000309195,0,4.97971E-05,0,4.75296E-05,6.19169E-05,0,0,0,0,0,0,0,0,0,0,0,0.001274026,6.87616E-05,0,0,0,0,0,0,0.004679027,6.03512E-05,8.38205E-05,0.000108696,0.001318943,3.94999E-05,5.97967E-05,0.00947104,0.00027045,6.32738E-05,0.00027058,0.000976286,0.001860908,0.000180267,0.000114649,0.00040366,0.000965071,9.13965E-05,0.000324491,0.000586281,0,0,0,0,0,0,0.021852153,8.4717E-05,6.48593E-05,0,0,0.000624259,0.011751932,0,0,0,5.4603E-05,0,0,6.35042E-05,0,0,0,8.82768E-05,0,0
f__Burkholderiaceae,0.039355089,0.000865016,0.005260269,0.036557502,0.093961026,0.029267269,0.032960247,0.033202325,0.072972112,0.050481003,0.175673664,0.073256994,0.108843537,0.065309022,0.206781654,0.107396382,0.055178234,0.091346154,0.062162596,0.01360349,0.019159741,0.150672948,0.06619925,0.001158587,0.000787014,0.153691296,0.051936958,0.100910976,0.058364295,0.000533511,0.000159838,0.048377306,0.061147877,0.08356134,0.03187414,0.017928156,0.038015541,0.0000979,0.048653779,0.019162159,0.073580034,0.000131712,0.109946257,0.000690691,0.080093342,0.06517191,0.083155797,0,0.0000895,0.095035735,0.501797295,0.049220673,0.021284337,0.062442608,0.001463494,0.036189125,0.030970644,0.018925421,0.000238607,0.106531,0.000129747,0.068107546,0.039874965,0.009539843,0.105333889,0.145620407,0.105604982,0.096076298,0.290682998,0.005862193,0.174387629,0.107253565,0.076918022,0.107043077,0,0,0.025788696,0.036886136,0.037381247,0.086023584,6.82408E-05,0.106390097,0.030466128,3.17733E-05,0.000222131,0.009315561,0.029637972,0.021966342,0.141794633,0,0.043941041,0.021271121,4.75715E-05,0.044396055,0.03137179,0.054929577,0.020174051,0.148062603,0.14016439,6.53637E-05,0.076900475,0.018082262,0.152922946,0.00143361,0.030610352,0,0.00017429,3.54912E-05,4.75296E-05,0.060802444,0.013724199,0.010994429,0.068564788,0.111168905,0.159426014,0.027555932,0.155706985,0.064770373,0.000847126,0.000114194,0.179755113,0.02188002,0.058447363,0.000224803,0.164190193,0.057616049,0.151635334,0.069107788,0.061279683,0.048714361,0.067231286,0.240753547,0.049320652,0.021244912,0.099065827,0.040223241,0.123027665,0.098589498,0.090776791,0.067124571,0.07170976,0.06102047,0.060990266,0.010146465,0.000100915,0.000840545,0.140567877,0.066196155,0.063416064,0.085178126,0.090534979,0.099931845,0.082066671,0.080437777,0.055215156,0.011454102,0.047272111,0.021144117,0.075238276,0.09999149,0.011923341,0.188669605,0.005380844,0.099254097,0.110821073,0.083378836,0.093315256,0.113720531,0.071505684,0.049016425,0.110025924,0.075933536,0.060381356,0.068503734,0.093263342
f__Butyricicoccaceae,0.000815851,0,0.000640381,0.000894069,0.000385877,0.003527189,0,0.0000819,0,0.001020309,0.001985013,0.00098565,0.000310627,0.002652143,0.000686005,0.0000763,0.00188884,0.003056546,0.000801753,0.000172196,0.000600185,0.0000336,0,0,0.017970159,0,0.000213557,0.001333136,0.000752481,0.002467489,0.0000533,0.003035256,0.000270908,0.000221844,0.000185963,0.000219708,0.0000478,0.0000979,0,0,0.001447348,0,0.003898267,0,0.000301103,0,0.001099581,0,0,0.000724358,0.000259403,0.000109379,0.000667031,0,0.000704645,0.00059755,0,0.000213847,0.000656168,0.001072665,0,0.00018568,0.000881658,0.000765228,0.000602438,0.000703888,0.000266904,0.000384049,0.000233743,0.003021284,0.000454811,0.00095061,0.000558567,9.74596E-05,0.001338788,0,0.000764487,0.001901347,0.010808206,9.66557E-05,0,0.000736032,3.32237E-05,0,0.005553264,0.003205032,0.00302148,0.001623856,0.001763216,0,0.010391121,0.003287875,0.006398364,0.001280902,0.003437341,0.007490397,0.001147152,0.000465389,0.003738953,0.000392182,8.01325E-05,0.002642302,0.006388235,5.73444E-05,0.003091955,0.01349892,0.000373478,0.003194208,7.12945E-05,0.003921407,0.001262626,0,0,0.000236429,0.003422854,0,0,0.000404183,0,0.003140345,0.000320533,0.00044314,0.003506842,0.00134882,0.002451709,0.002565897,0.000618079,8.5955E-05,0,0,0.001428313,2.09551E-05,0.003328804,0.000468012,0.001579997,7.97289E-05,9.58607E-05,0.000603312,0.00084365,0.003330211,0,0.000692431,0.000600889,0,0.001311895,0.000373576,3.04655E-05,0.000648982,0.001172562,0.000952939,0.001481481,0.002981769,0.000652358,0.000535742,0.000774702,0.002843217,0.001270756,0.001037748,0.001451745,0.002127479,6.24259E-05,0.000574823,0,0.000326673,0.002491694,0.001419679,0.000235793,0.00045163,0.000254017,0.000908914,0.000120576,5.95557E-05,0.000529661,0.001673963,0.000233304
f__Cellulosilyticaceae,0.00011655,0,0,0,0.0000965,0,0,0,0,0,0,0,0.0000621,0,0.002842023,0.0000763,0,0,0,0,0,0,0,0,0.065682899,0.000251644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482943,0,0,0.0000753,0,0,0.038473739,0.063067496,0,0.0000371,0,0,0,0.000108407,0.0000373,0.000115347,0.0000535,0,0.0000919,0,0.000111408,0,0.000051,0,0.000337866,0,0,0,0.0000902,0.000909623,0,0,0,0,0.000631865,5.09658E-05,0,0,3.22186E-05,0.069400846,0,0,3.17733E-05,3.17329E-05,0,0,0,0.000705286,0.111005138,0,0.000686165,0,0,0,0,0,3.44732E-05,0,3.26819E-05,0,0,0,0,0,0,0,3.54912E-05,0,4.1278E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002836514,0,0,0,0,0,0,0.003001995,0,0,0,0,0.000124883,0,0,0,0,0.001311895,0.000529232,0,0,0,0,0.001481481,0,0,0,0,0,0,0,0.000189358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019315,0
f__Clostridiaceae,0.0000389,0.041438398,0.0000915,0.000496705,0.000192938,0.000713836,0.001775376,0.001637599,0.009690187,0.000194345,0.000446628,0.000087,0.000434877,0.023679848,0.001502679,0.00022899,0.000120564,0.001432756,0.0000535,0.001205373,0,0.004946164,0,0.001575679,0.057976717,0.000534743,0.000854226,0.000037,0.005079246,0.00726909,0.010069796,0.0000467,0.0000774,0,0.000148771,0.001801604,0,0.001370198,0.001448624,0.00028772,0.0000391,0.012380911,0.000529861,0.001231231,0.000602206,0.0000789,0.000103086,0.226129515,0.236122915,0.0000483,0.004632203,0.000710965,0.001273422,0.208871936,0.002168139,0.019644458,0.00017302,0.003154237,0.014793605,0.000183886,0.013623389,0.006535948,0.018835411,0.01127436,0.008526808,0.002477687,0.000355872,0.000192025,0.000280492,0.000541126,0.018062504,0.01644968,0,0.000129946,0.000223131,0.00743657,0.003924367,0,0.000413052,0.000708809,0.006926436,0.000100368,3.32237E-05,0.016236139,0.017421382,0.002965404,0.02430918,5.90493E-05,0.194787292,0.248592438,5.05651E-05,0.055665151,0.000380572,0.000409889,2.42066E-05,0.002560819,0,0.000275786,6.18009E-05,0.001830185,0.000213687,6.36699E-05,0.000877103,0,0.006554944,0.001822354,0.002489854,0.033006814,0.000213883,0.0012177,0.001152833,0,6.45619E-05,0.000283715,0.004015271,0.000105781,0,5.05229E-05,0,0.000171292,0.00019232,0.000498532,0.000206285,0.034619708,0,0.000466527,0.001390677,0.003352243,0.000989446,0,0.000160937,0.001739276,2.71739E-05,7.09109E-05,0.0002765,0.002371935,0.001207845,0.00091537,0.000400734,0,9.44793E-05,0,6.00889E-05,0,0.009082347,0.001805616,0.001096758,0,0.000195427,0,0.000329218,8.51934E-05,0.000326179,0.000535742,7.04275E-05,0,8.4717E-05,0.009858607,0.000568074,0.00791422,0,0.004087629,0,0.003647847,5.93261E-05,0.00485967,5.89484E-05,9.03261E-05,0.000190512,0,0.001024899,0.068905962,8.82768E-05,0.034187484,0.012715077
